"group src","heading","web","web 2","list-group-item-text","sector_block","sector_block 2","sector_block 3","sector_block 4","sector_block 5","sector_block 6","sector_block 7","sector_block 8","sector_block 9","sector_block 10","sector_block_outer","sector_block_outer href","btn href","group src 2"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14308/thumb_2011_14308_14151_4791.png","BEAM Teknoloji","Stand No- 10C-30, Hall 10","United Kingdom","BeamSec is a subsidiary of BEAM Teknoloji, an accredited “Cyber Security Testing and Evaluation Laboratory”, providing formal product certification, security assessment, penetration testing, and managed security services. Beam ...","Education Tech","Cyber security","Cloud Services","Cybersecurity","Application Security, Testing & Control","Phishing","Assessment and testing","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/beam-teknoloji","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14805/thumb_2011_14805_14638_9296.png","Beem","Stand No- 8O-03, Hall 8","United Arab Emirates","Beem offers an omni channel marketing platform BeemEngage, our chat sales & customer service platform BeemMoja and automation and integration platform BeemAPIs. 

We do this by leveraging our technology and infrastructure for SMS, ...","Software Services","Retail Tech","Networking & Infrastructure","Cloud Services","5G & Telecommunications","IP Communications & Applications","Unified Communications","Telecommunication Platforms","Customer Experience & Retention - Chatbots","Customer Experience & Retention - Loyalty Programmes","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/beem","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/beem","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14532/thumb_2011_14532_14375_9727.png","Beet Fresh Yoghurt","Stand No- 8P-10, Hall 8","Uganda","Beet Fresh Yoghurt Pitch Script
Problem
African consumers are becoming more health conscious, and looking for healthier alternatives to most yoghurts available in market that have artificial colors, flavors and sweeteners.

Soluti ...","AgriTech & FoodTech","Sustainability & Green Climate - Tech","Agriculture 4.0 (Crop Production and Livestock)","Energy Management & Sustainability","Biodiversity & Ecosystem Preservation","Food & Agriculture - Food & Water Processing","Food & Agriculture - Food Production B2C","Sustainable Systems - Processing","Food & Agriculture","Food & Agriculture - Food Agri B2B","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/beet-fresh-yoghurt","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/beet-fresh-yoghurt","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14369/thumb_2011_14369_14212_9279.png","Beijing Grace Ratecolor Technology Co., Ltd.","Stand No- 6E-1, Hall 6","China","Beijing Grace Ratecolor Technology Co., LTD. is founded in 2005, a high-tech  specializing in the reseach and development and manufacturing of currency counter, currency sorting machine, cash deposit machine and deposit module, of ...","Retail Tech","Consumer Tech, Smart Home & Smart Workplace","Office Automation & Equipment","Payments - Cash Management","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/beijing-grace-ratecolor-technology-co-ltd","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14309/thumb_2011_14309_14152_7925.png","Berexia Digital","Stand No- 12C-45, Hall 12","Morocco","IT","Software Services","HealthTech","Cyber security","Blockchain","Artificial Intelligence","AI-optimized Hardware","Articulated Robots","Autonomous Mobile Robots (AMRs)","Autonomous Vehicles / Systems","Chatbots / Virtual Assistant","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/berexia-digital","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/berexia-digital","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14150/thumb_2011_14150_13993_4588.png","Best Phone Mundo Móvil S.L","Stand No- 4D-60, Hall 4","Spain","Best Phone Mundo Móvil stands out in the market as a leader in wholesale distribution of mobile devices and consumer electronics. With a solid track record and commitment to excellence, it has become a reliable partner for retail ...","Consumer Tech, Smart Home & Smart Workplace","Computer and Mobile Hardware, Storage & Peripherals","Headphones","Home Appliances","Large Appliances","Leisure, Health & Lifestyle Wearables","Smart Appliances / Gadgets","Smart Phones","Tablets / Laptops","Video Systems & Equipment","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/best-phone-mundo-mvil-sl","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/best-phone-mundo-mvil-sl","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14580/thumb_2011_14580_14423_1172.png","BESTWAY IT","Stand No- 11B-20, Hall 11","Tunisia","Specialist in the field of new technologies, Bestway IT supports companies and administrations in the evolution and transformation of their information systems. At the heart of enterprise information systems strategies are develop ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bestway-it","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15161/thumb_2011_15161_14991_3304.png","BETACLIC","Stand No- 7A-20, Hall 7","Mauritania","The solution is already being deployed in Mauritania with the Ministry of Livestock, in Senegal for transhumance monitoring, and in Côte D'Ivoire for the national livestock identification project.
BetaClic focuses on livestock tr ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/betaclic","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15352/thumb_2011_15352_15178_6610.png","Betterfly Solutions","Stand No- 9B-32, Hall 9","Morocco","Betterfly stands out as the comprehensive solution for enhancing QHSE (Quality, Occupational Health & Safety, and Environment) performance. This expert-designed, cloud-based system streamlines task management, enhances team collab ...","Software Services","Cloud Services","Coding and Development","Artificial Intelligence","Chatbots / Virtual Assistant","Data Extraction","Machine Learning","Natural Language Generation (NLG)","Analytics","Software as a Service - SaaS","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/betterfly-solutions","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/betterfly-solutions","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15504/thumb_2011_15504_15330_1360.png","Bewize","Stand No- 9E-21, Hall 9","Morocco","Bewize is a cutting-edge EdTech startup specializing in gamified and interactive digital learning for primary school children. It focuses on subjects like Math, French, and English, aligning its content with educational standards  ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bewize","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15087/thumb_2011_15087_14918_5772.png","Bewizyu","Stand No- 21B-25, 21B-26, Hall 21","France","Digital agency specialized in responsible and sustainable solutions and consulting, Bewizyu is a leader in customer relationship expertise, offering end-to-end design & implementation services for web & mobile customer platforms.
 ...","Creative Economy","Media, Marketing & Advertising Tech","Coding and Development","Big Data & Analytics","3D Printing & Printing Services","Design & Product Development - Engineering and part design","Dashboard","Data Analytics","Data Visualisation","Digital Transformation","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bewizyu","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bewizyu","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15710/thumb_2011_15710_15536_2374.png","Beyond Limits","Stand No- 4D-42, Hall 4","United States of America","Beyond Limits is an industrial-grade, Hybrid AI company that optimizes operations, boosts efficiency, and increases productivity for demanding industries including energy, advanced manufacturing, healthcare, and financial services ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/beyond-limits","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14586/thumb_2011_14586_14429_8883.png","Bhapi","Stand No- 9B-8, Hall 9","United States of America","Bhapi is a social media platform focused on providing a safe and educational environment for families and schools. The platform offers a closed network with features designed to protect users from cybercrimes and promote digital c ...","Education Tech","Cyber security","Big Data & Analytics","Artificial Intelligence","Artificial Intelligence","Data Analytics","Data Governance, Compliance & Security","Digital Transformation","Machine Learning","Mobile Technology","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bhapi","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bhapi","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14508/thumb_2011_14508_14351_8985.png","BI NEWVISION","Stand No- 16E-13, Hall 16","Morocco","BI NEW VISION is an IT consulting company specializing in the fields of Teradata, Big Data, Business Intelligence, application development, ERP, infrastructure support, testing, and project management.
Since its establishment in 2 ...","Data Centres","Cloud Services","Blockchain","Big Data & Analytics","Software Services","Analytics as a service","Apache Kafka","Apache Spark","Applications","Artificial Intelligence","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bi-newvision","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bi-newvision","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/WFHA_Logo_1.jpg"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15033/thumb_2011_15033_14864_2808.png","Biborne","Stand No- 5D-40, Hall 5","Morocco","Biborne stands as a beacon of innovation in the restaurant industry, offering advanced self-ordering kiosk solutions. With a focus on enhancing efficiency and accuracy in the ordering process, Biborne's technology streamlines oper ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/biborne","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14482/thumb_2011_14482_14325_5026.png","Big Blue Logistics","Stand No- 8M-31, Hall 8","Morocco","At Big Blue Logistics, we're transforming the transport industry with our cutting-edge hailing truck system, Big Blue Network. Seamlessly connecting carriers and shippers in real-time, our platform ensures smart, efficient, and fu ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/big-blue-logistics","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15355/thumb_2011_15355_15181_7423.png","Biker.ma","Stand No- 9C-23, Hall 9","Morocco","Biker.ma is the first marketplace dedicated to the world of motorcycles in Morocco. The platform was designed by and for motorcycle enthusiasts in Morocco to revolutionize the buying and selling experience of motorcycles and relat ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bikerma","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15873/thumb_2011_15873_15699_6664.png","Biodiv","Stand No- 8i-1, Hall 8","Morocco","Company Name:Biodiv

Industry:Environmental Technology, Agriculture, Waste Management

Founded:2023

Vision:
To lead the way in sustainable waste management and agricultural innovation, creating a healthier planet for future gener ...","Media, Marketing & Advertising Tech","HealthTech","Future Mobility & Transportation","Ecommerce","AgriTech & FoodTech","Agricultural Marketplaces","Biotechnology","Green Productivity","Supply Chain Management","eCommerce Software","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/biodiv","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/biodiv","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14642/thumb_2011_14642_14484_2739.png","Biotech & Capital Consulting GmbH","Stand No- 17B-72, 17B-73, Hall 17","Germany","Biotech and Capital Consulting GmbH, a hub for medical innovation in Germany, has been at the forefront of digital healthcare since 2020.","Internet of Things (IOT)","HealthTech","Coding and Development","Cloud Services","5G & Telecommunications","Communication Equipment","Data Centres","Telecommunication Integration & Equipment Services","Video & Audio Conference Solutions","Wireless","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/biotech--capital-consulting-gmbh","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/biotech--capital-consulting-gmbh","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/WFHA_Logo_1.jpg"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14128/thumb_2011_14128_13971_9009.png","Bitdyne","Stand No- 15E-6, Hall 15","Morocco","Bitdyne operates as a versatile Digital Services Company, evolved from its origins as an IT solutions publisher/integrator to become a premier freelance placement entity. With a robust network boasting over 30 consultants, each an ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bitdyne","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14487/thumb_2011_14487_14330_3890.png","BIXOLON CO, LTD.","Stand No- 4D-56, Hall 4","Korea, Republic Of","BIXOLON is a leading global manufacturer of dependable innovative and advanced printing technologies, including POS, Lable, AND Mobile receipt and label printers for various environments. BIXOLON views its printing technology as a ...","Retail Tech","E-commerce & M-commerce - Click & Collect Solutions","Merchandise Planning & Inventory Management - Inventory Management","Merchandise Planning & Inventory Management - Product Lifecycle Management","Merchandise Planning & Inventory Management - Smart Labels","Payments - POS Payments","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bixolon-co-ltd","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15747/thumb_2011_15747_15573_6647.png","BIZAO","Stand No- 18C-37, Hall 18","France","Bizao has developed a unique Payment infrastructure across West and Central Africa, enabling real-time transactions with up to 220M mobile wallets. 
Bizao has partnered with 35 Mobile Money operators to provide a single commercial ...","Digital Finance","Card Service Card","Developer Tools / Platforms","Digital Payment","E-Payment Solutions","Interoperability / System Integration","Open Banking / API","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bizao","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14310/thumb_2011_14310_14153_4484.png","BKSM","Stand No- 6B-50, Hall 6","Morocco","BKSM analyzes your needs, advises on your organization, supports you in implementing Supply chain Softwares, and assists with all developments related to your business activities.

Warehouse and Inventory Management: Speed WMS and ...","Retail Tech","Ecommerce","Cloud Services","Blockchain","Big Data & Analytics","Cloud Solutions","Dashboard","Data Warehouse","Intelligent Supply Chain","Cloud Management & Optimisation","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bksm","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bksm","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14135/thumb_2011_14135_13978_6939.png","BlackStone eIT","Stand No- 3A-15, Hall 3","United States of America","BlackStone eIT is a global team dedicated to transforming enterprise solutions through intelligent design. We're experts in AI, deep learning, and data architectures, revolutionizing marketing, sales, operations, and customer  ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/blackstone-eit","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14392/thumb_2011_14392_14235_9095.png","Blink Pharma","Stand No- 17B-52, 17B-53, Hall 17","Morocco","Blink Pharma's purpose is to integrate healthcare industry actors, facilitate real-time data transactions between them, and build advanced Al capabilities on top of data to boost productivity.
Our goal is to serve as infrastructur ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/blink-pharma","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/WFHA_Logo_1.jpg"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14897/thumb_2011_14897_14729_8640.png","Bluebird Inc.","Stand No- 21B-59, Hall 21","Korea, Republic Of","Bluebird is an enterprise IoT total solution provider, offering consulting and customized solutions for enterprise IoT infrastructure.
Bluebird’s technology leadership, selected by more than 3,000 customers from 120 countries, i ...","Energy Tech","Consumer Tech, Smart Home & Smart Workplace","Big Data & Analytics","AgriTech & FoodTech","5G & Telecommunications","Electronic Equipment & Instruments (Barcode Readers, POS Machines, Etc)","Tablets / Laptops","Telecommunication","Billing / OSS / BSS","Mobile Telecommunications & 5G","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bluebird-inc","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bluebird-inc","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14777/thumb_2011_14777_14610_7483.png","BLUEDOVE","Stand No- 8O-19, Hall 8","Morocco","BLUEDOVE is a UM6P-OCP startup that produces and implements AI solutions on any existing  CCTV cameras infrastucture. 
We have developed both On-edge and On-cloud processing to adapt our solutions to ensure scalability around the  ...","Retail Tech","Media, Marketing & Advertising Tech","HealthTech","Artificial Intelligence","Deep Learning Platforms","Optical character recognition (OCR)","Planning and Optimization","Healthcare IT","Medical Facilities","Medical Practice","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bluedove","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bluedove","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14456/thumb_2011_14456_14299_6382.png","BLUESEC","Stand No- 9-K11, Hall 9","Morocco","Founded in January 2022 and headquartered in Casablanca, Bluesec is a dynamic firm specializing in defensive cybersecurity. The company is committed to aiding clients in fortifying their cyber defense capabilities and enhancing th ...","Cyber security","Cloud Security","Digital Forensics & Incident Response","Legal, Regulations, Investigations & Compliance","Operations Security","Phishing","Ransomware","Security Architecture & Design","Security Credentials","Intrusion Detection & Penetration Testing","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bluesec","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bluesec","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14860/thumb_2011_14860_14693_5463.png","BMAQ Innovation Hub","Stand No- 8i-1, Hall 8","Morocco","The BMAQ Innovation Hub, established by the Bayt Mal Al Quds Agency, is at the forefront of driving technological and innovative solutions aimed at addressing the socio-economic challenges in Al-Quds. This initiative seeks to harn ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bmaq-innovation-hub","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15260/thumb_2011_15260_15088_7664.png","BMCE Capital investments","Stand No- 19C-55, Hall 19","Morocco","BMCE CAPITAL INVESTMENTS is the armed wing of Bank of Africa in Private Equity activities.

BMCE Capital Investments is a Private Equity and Venture Capital Management Company approved by the Moroccan Capital Market Authority, who ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bmce-capital-investments","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14770/thumb_2011_14770_14603_6122.png","BMCI","Stand No- 19C-50, Hall 19","Morocco","BMCI carries out a universal banking activity, which is aimed at all types of customers: Individuals (including Moroccans Residing Abroad), Professionals and Businesses. To better satisfy the needs of its customers, the BMCI Group ...","Digital Finance","Asset Management / Personal Finance / Wealth Management","Banking Solutions","Card Issuance and Management","Card Service Card","Core Banking Solutions","Digital Payment","E-KYC","E-Payment Solutions","E-Wallets","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bmci","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bmci","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15808/thumb_2011_15808_15634_3187.png","Booi Industries (Pty) Ltd","Stand No- 10D-10, Hall 10","South Africa","We design Autonomous & Advanced Mining Robotics for Rapid Access Mining, a system that can be fully autonomous and that is achieved by an Integrated Mining Systems and with the application of heavy-duty robotics which are designed ...","3D Printing & Printing Services","Design & Product Development - 3D Mapping","Design & Product Development - Drawing & Document Management","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/booi-industries-pty-ltd","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15874/thumb_2011_15874_15700_5872.png","Bookizone","Stand No- 8i-1, Hall 8","Morocco","Bookizone, the Airbnb of sports in Morocco, makes booking sports facilities easy. Our platform allows users to instantly book soccer fields, basketball courts, padel courts and more, providing full details on availability and rate ...","Media, Marketing & Advertising Tech","HealthTech","Artificial Intelligence","AgriTech & FoodTech","AI & Nutrition","Personalized foods technologies","Data Extraction","Community Health Services","AdTech","Audio, Pod Casts & Video Marketing","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bookizone","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bookizone","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15541/thumb_2011_15541_15367_3762.png","Bookkeeping Pro","Stand No- 21C-01, Hall 21","United Kingdom","Company Providing Services of Bookkeeping, Accounting, Reporting, Financial Management, Corporate and Taxation","Ecommerce","eCommerce Software","Telecoms & Mobility","Training / Recruitment","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/bookkeeping-pro","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14774/thumb_2011_14774_14607_2537.png","Botguard OÜ","Stand No- 10C-32, Hall 10","Estonia","BotGuard OÜ is a leading website traffic security solution that protects businesses from modern web threats such as malicious bots, hacker attacks and other harmful online activity. By providing webmasters and site owners with a  ...","Networking & Infrastructure","Cyber security","Cloud Services","Cybersecurity","Cloud Security","Network & Infrastructure Security","Intrusion Detection Systems","Load Balancers","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/botguard-o","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15245/2011_15245_15075_7066.png","Botwa.ai","Stand No- 21D-35, Hall 21","Pakistan","At BOTWA, we lead the way in AI innovation, revolutionizing customer engagement. We enhance experiences and open doors to new possibilities. With our expertise in cutting-edge conversational AI
technology, including call insight a ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/botwaai","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15687/thumb_2011_15687_15513_4043.png","Brainysoft LLC","Stand No- 3D-20, Hall 3","Russian Federation","The Brainysoft company is dedicated to making lending easy. Having been launched in 2013, Brainysoft has come a long way in creating new tools and sharpening existing ones to meet the needs of various clients, whether they are tra ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/brainysoft-llc","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
