"PopupLeftSide src","SpeakersLeftInfo","popdesignation","popcompanyName","popcountry","Sepeaker_Bio","Sepeaker_Bio 2","Sepeaker_Bio 3","Sepeaker_Bio 4","Sepeaker_Bio 5"
"https://gitexafrica.com/Uploads//Posts/2024_Speakers/PeterTega0505.jpg","Tega Oghenenejobo","COO","Mavin Records","Nigeria","With a background in Marketing, Brand Partnerships, and Business Development, Tega Oghenejobo leads the team at
Mavin Global as Chief Operating Officer. Highly motivated, innovative and seasoned in Africa's emergent
entertainment industry, Tega is one of the leading figures of the new school of Africa’s entertainment industry
executives.","Convinced about the industry’s potential, Africa’s rich culture, and its growing youth populace, Tega, in his role
as the COO at Mavin Records, have collaborated with brands across various industries. From telecoms to banking,
eCommerce, FMCG, and a host of others, he oversees the daily operations of the company and executes executive
functions, business strategies, positioning plans, and procedures for unprecedented growth.","Tega Oghenejobo, together with a team of industry experts at Mavin secured a multimillion-dollar equity investment
partnership deal with TPG-backed Kupanda Holdings in 2019. Leveraging on this growth opportunity and his passion for
showcasing African talents to the world,Tega and his team have discovered and backed some of Africa’s biggest and
most promising global stars, while creating commercial value for stakeholders.","Tega loves connecting with new people, researching global trends, and acquiring new expertise. He is open to fresh
and innovative collaborations, ideas, and experiences.","With a vision to transform and redefine the creative space in Africa, Tega alongside the amazing team he has put
together at Mavin Records will keep creating groundbreaking opportunities for growth, networking, and brand
promotions within the continent and beyond."
"https://gitexafrica.com/Uploads//Posts/2024_Speakers/JepsonTaylor0505.jpg","Jepson Taylor","Top AI expert listed on Forbes list, & former Chief AI Evangelist","Dataiku","USA","","","","",""
"https://gitexafrica.com/Uploads//Posts/2024_Speakers/Amal-El-Fallah-Seghrouchni.jpg","Amal El Fallah Seghrouchni","Executive President of Ai Movement","UM6P","France","","","","",""
"https://gitexafrica.com/Uploads//Posts/2024_Speakers/SaraSabry0505.jpg","Sarah Sabry","Executive Director","Deep Space Initiative (DSI)","Egypt","Sara Sabry is an astronaut, activist, and advocate for change. As the first Egyptian astronaut, the first Arab woman
in space, and the first woman from the African continent to go to space, Sabry has made history with her
contributions to space exploration.","Sabry founded and serves as executive director of Deep Space Initiative (DSI), a non-profit organization dedicated
to increasing accessibility and opportunity in the space field while enabling deep space exploration for all. Her
leadership has enabled DSI to provide opportunities in research and education that are open to all audiences,
regardless of nationality or resources.","As a PhD student in Aerospace Sciences, Sabry is currently conducting research at the NASA-funded Humanspaceflight
lab. Along with her impressive contributions to the space field, Sabry has expertise in several areas including
Mechatronics, Robotic Surgery, Stem Cell Development, Augmented Reality, Formula 3 Car design, and Bioastronautics.","Sabry, an acclaimed international speaker, is dedicated to amplifying the representation of Egyptians, Africans, and
Arabs on global platforms. Through the lens of her remarkable journey to space, she inspires audiences to conquer
life's challenges and to look beyond borders. Sabry shares insights on transitioning from engineering to
entrepreneurship, recounts her journey to space and the Overview Effect, and emphasizes the pivotal role of Space
Tech in addressing urgent climate issues on Earth.","A passionate advocate for equality and a staunch human rights activist, Sabry champions inclusivity on the world
stage. She actively engages in humanitarian work, focusing on addressing human rights issues globally. Through her
advocacy efforts, Sabry works to empower marginalized communities and promote social justice for all."
"https://gitexafrica.com/Uploads//Posts/img/spekers/ElMostafaRabiisp2801.jpg","El Mostafaa Rabii","Director General","DGSSI","Morocco","On the sidelines of this event, it is also planned to sign a partnership agreement between UM6P, AfricaCERT and the DGSSI for the establishment of a Center of Excellence in cybersecurity of industrial control systems (ICS) at UM6P.","It should be noted that this center will benefit from a grant from CISA, the U.S. Agency for Cybersecurity and Critical Infrastructure Security. It will include a laboratory that will serve as a platform to provide training, in partnership with ICAR, to strengthen the skills of cybersecurity officials in African countries in the field of industrial control systems (ICS) security.","","",""
"https://gitexafrica.com/Uploads//Posts/new-speaker/Solomon-Sokaga0602.jpg","Solomon Soka","Director-General","INSA","Ethiopia","","","","",""
"https://gitexafrica.com/Uploads//Posts/new-speaker/Oscar-Ondoga0602.jpg","Oscar Ondo","CEO","GITGE","Equatorial Guinea","","","","",""
"https://gitexafrica.com/Uploads//Posts/10x-speaker/Hangwi-Muambadzi_.jpg","Hangwi Muambadzi​","Managing Partner and Head of Africa","CommerzVentures","Germany","Hangwi Muambadzi is the Head of Africa at CommerzVentures, a specialist growth-stage fintech venture capital fund. As a tech investor and strategic advisor, she has built a career that connects investment, innovation and technology, with significant experience across the African continent. She began her investment career as a mergers and acquisitions (M&A) specialist at Deutsche Bank, then went on to early-stage venture capital and impact investing in South Africa. Following that, she continued to build her investment portfolio across sub-Saharan Africa and joined the CDC Group (now British International Investment – “BII”) in London. 

Most recently, Hangwi was Vice President at Barclays Africa (now Absa), driving the digital transformation and innovation strategy for the bank across its African markets, as well as leading various new business ventures within the bank, positioning it to seize growth opportunities across the continent. Hangwi sits on several boards in private equity, fintech, and agriculture across South Africa, Nigeria, Egypt and Zambia. She serves as an ambassador for One Young World, is a coach to young professionals and an honoured Desmond Tutu Fellow. Hangwi, a Saïd Scholar, holds an MBA from the University of Oxford and a Business Science degree from the University of Cape Town.","","","",""
"https://gitexafrica.com/Uploads//Posts/10x-speaker/Mikael-Hajjar.jpg","Mikael Hajjar","Founding and General Partner","P1 Venture","South Africa","Mika is a business operator turned investor. He launched new products and scaled up ventures at early stage startups and Fortune 500 companies in the U.S., South Africa, China & France. He started angel investing in Africa in 2014 and founded P1 Ventures in 2020 that invested in the likes of Reliance Health and VertoFX in Nigeria, MoneyFellows in Egypt, Yassir in Algeria and Chari in Morocco. He was born in Dakar, Senegal and raised in Nouakchott, Mauritania. He grew empathy and inspiration for founders from a young age coming from an entrepreneurial family as his parents and grandparents-built businesses in West Africa for the past decades. He is a Berkeley engineer and Stanford MBA graduate.","","","",""
"https://gitexafrica.com/Uploads//Posts/10x-speaker/Babs-Ogundeyi.jpg","Babs Ogundeyi","Founder and CEO","Kuda","Nigeria","Babs Ogundeyi is the Group CEO and founder of Kuda Technologies, a fintech company on a mission to make financial services more affordable, accessible and rewarding for every African. 

Kuda’s money app for Africans is giving over 7 million people access to personal and business banking, free money transfers, investments, remittance and instant credit.

Before starting Kuda, Babs advised some of Africa's biggest banks whilst at PricewaterhouseCoopers and was a Special Adviser on Finance in the Nigerian government. He is also a founder of two other companies.","","","",""
"https://gitexafrica.com/Uploads//Posts/10x-speaker/Arthur-Chupeau2.jpg","Arthur Chupeau","Managing Partner","Baobab Network","Kenya","Art is a Managing Partner at Baobab Network, Africa’s #1 accelerator and early-stage investor. Art’s main focus is selecting and scaling the startups in Baobab Networks portfolio, helping them increase their traction, build partnerships and raise the capital they need to dominate their market. Art’s core expertise is in global investment banking, and the startup & venture capital landscape in emerging markets. Art is a Manchester United fan, amateur DJ, a lover of Afrobeats, and passionate about all things African.","","","",""
"https://gitexafrica.com/Uploads//Posts/img/spekers/CeliaMantshiyanesp2801.jpg","Celia Mantshiyane","CISO","MTN","South Africa","","","","",""
"https://gitexafrica.com/Uploads//Posts/10x-speaker/Melvyn-Lugeba2.jpg","Melvyn Lugeba","Co-founder and CEO","GO1","South Africa","Melvyn Lubega is an experienced technology entrepreneur and investor who has built businesses that serve customers on multiple continents. Most notably he built and scaled Go1, a leading technology platform used by 17,000 organisations and governments in over 60 countries. Go1 became the first South African unicorn (valued at +$2 billion) attracting over $450 million in investment from SoftBank, Salesforce Ventures and M12 (Microsoft Ventures) among other tier-1 international investors. Built through his passion for developing people, every 1.2 seconds someone somewhere in the world starts a course on Go1. Prior to Go1, he built, exited and invested in leading fintech companies in South Africa. He is a Partner at Breega, one of the fastest growing early stage venture capital investors in Europe and Africa, with over EUR600 million in assets under management, investing in disruptive technologies that solve significant economic and social challenges. He is also a referenced thought leader and invited speaker both abroad and locally on digital transformation, the future of work, venture capital, disruptive innovation, corporate governance as well as business strategy.","He has been recognized by Forbes and was the first-ever African recipient of The Lindas in 2021, Endeavor Global’s most prestigious accolade. The award is given by a community of 2,300 leaders from many of the fastest-growing companies in the world to the person to embodies the spirit of “dreaming big, scaling up, and paying it forward”. In 2023, given his success in building businesses from Africa that scale globally, Melvyn was recognized as a leading business person on the continent at the 11th All Africa Business Leadership Awards.","He began his career as one of Boston Consulting Group’s first consultants in Africa, where he worked in over 10 countries, advising forward thinking organizations on topics including financial inclusion and digital disruption. Today, he is a trusted advisor to governments and leading enterprises across Europe and Africa: serving on boards of listed companies as a non-executive director as well as on presidential and ministerial committees. His expertise are primarily focused on investments and the how to harnessthe global transition to both digital and green economies.","Giving back and paying it forward resonate strongly with Melvyn. He serves on the Council (Board of Governors) at St John’s College, where he is Deputy Chairperson of the St John’s College Foundation Board and its Investment Committee as well as Chairperson of the IT Committee leading the school’s digital transformation. An advocate for bolstering entrepreneur ecosystems, in South Africa he serves on the board of Endeavor where he remains one of its most active mentors, and is part of the team pioneering the Startup Act, which aims to create a policy framework conducive for ambitious tech entrepreneurs and high growth businesses.","An actuary by training, he holds an undergraduate degree from the University of Cape Town and postgraduate degrees from the University of Oxford where he was a Rhodes Scholar. At Oxford, Melvyn completed a double masters (MPP and MSc), receiving a distinction for his research into disruptive technologies in emerging markets."
"https://gitexafrica.com/Uploads//Posts/10x-speaker/Maelis-Carraro.jpg","Maelis Carraro","Managing Partner","Catalyst Fund","France","Maelis Carraro is the Managing Partner of Catalyst Fund, a VC fund and venture builder dedicated to backing tech startups shaping a climate-resilient future in Africa. With a career spanning impact investing and tech, Maelis works closely with startups, investors, funders and ecosystem players to drive transformative solutions across emerging markets, benefiting people and the planet. She focuses on investing in and supporting early-stage entrepreneurs building tech-enabled solutions in areas such as fintech, agtech, insurtech, carbon finance, and energy and water access for underserved communities. Having backed over 80 startups across Africa, Asia, and Latin America, Maelis has played a vital role in nurturing the innovation ecosystem in emerging markets. Prior to Catalyst Fund, she also worked at the International Finance Corporation, the OECD, Grameen Bank, and impact fund Global Partnerships, where she supported impact investing strategies, inclusive finance product innovation and research on microfinance schemes to enable climate adaptation and resilience. Maelis also co-founded RemitMas, an inclusive fintech startup that empowers immigrants through cross-border remittances, enabling them to save for long-term goals in their home countries. She holds a dual MBA and Master's in International Affairs from Columbia Business School and the School of International and Public Affairs, and a BA Cum Laude in Political Science and Development Economics from University College London.","","","",""
"https://gitexafrica.com/Uploads//Posts/10x-speaker/Ai%CC%88ssata-Lam.jpg","Aïssata Lam","Director General","Investment Promotion Agency of Mauritania","Mauritania","Mrs. Lam is the Director General of the Investment Promotion Agency of Mauritania (APIM), the Governmental entity in charge of National and Foreign Direct Investments, as well as the business climate of the country.","Through the Agency, Mrs. Lam promotes and implements the vision of Mauritania, led by H.E President Mohamed Cheikh Ould Ghazouani, for a sustainable and more inclusive development driven by stronger productive sectors.","Ms. Lam is passionate about youth and women economic empowerment matters on the continent, pertaining to access to finance for start-ups & SMES and enabling the ecosystem for women entrepreneurs. She is the co-founder of the Youth Chamber of Commerce of Mauritania, an organization created with the mission to bridge the gap for young Mauritanian Professionals and Entrepreneurs, mainly through the i-Lab, an Innovation Lab and Venture Fund - launched in partnership with the National Bank of Mauritania.","Moreover, Ms. Lam sits on the monitoring committee of the Covid-19 $290M fund established in 2020 by the Mauritanian President. She is also a member of the advisory councils of the G7 Gender Equality Council and the Middle East Institute and an ambassador for the Affirmative Finance Action for Women in Africa (AFAWA) initiative led by the African Development Bank.","Ms Lam is a Tutu fellow and a World Economic Forum Young Global Leader."
"https://gitexafrica.com/Uploads//Posts/10x-speaker/Tosin-Eniolorunda.jpg","Tosin Eniolorunda","Co-founder and CEO","Moniepoint","Nigeria","Tosin Eniolorunda is a leading innovator in the African Fintech space, with a passion for creating financial happiness and a track record of groundbreaking contributions to financial technology in Africa.","He is the founder and CEO of Moniepoint Inc., an all-in-one, digital payments and banking platform, and the second-fastest growing company in Africa.","With operations in Nigeria and an ongoing expansion into other emerging markets, Moniepoint has over 3 million users across its business and personal banking products. It aims to power the dreams of businesses and individuals by providing them with the financial technology tools they need to grow, no matter their digital literacy level.","He programmed the first point-of-sale software for Interswitch, on which the majority of POS terminals in Nigeria are being run, and is currently revolutionising payments for businesses in emerging markets. Moniepoint processes the majority of in-person payment transactions in Nigeria with over $12 billion processed monthly.","Tosin has been recognised by several leading institutions, among them The Central Bank of Nigeria, Financial Times, CB Insights, Endeavor, and PYMNTS, in appreciation for the impact of his work to create innovative solutions. He was listed among the 100 most influential people in Africa in 2022, and 100 Iconic African Leaders in 2023."
"https://gitexafrica.com/Uploads//Posts/10x-speaker/Romanna-Dada.jpg","Romanna Dada","Head of Ventures","BIAC by Public Investment Fund","","Romanna is BIAC by Public Investment Fund Head of Ventures with 17 years experience across Venture Capital, Investment Banking, and as an investor and serial entrepreneur across global markets. Romanna has managed global teams and scaled and exited Scaleups globally. An advisor to the largest Government and Corporate entities in the Middle East region, building innovation channels and the venture ecosystem. Romanna works directly with our clients to build unique venture propositions that accelerate time to market of new products and services and/ or that become greater catalysts for innovation. This may be through introducing a pipeline of disruptive startups, building Corporate Venture Capital Units, developing an internal investment thesis and structure around existing investments, making investments in companies we're convicted in and/or supporting startups to scale and access the best possible resources from our networks.","","","",""
"https://gitexafrica.com/Uploads//Posts/10x-speaker/renaud-glenisson-2.jpg","Renaud Glenisson","Regional CEO","Jumia","Ivory Coast","Renaud Glenisson joined Jumia Côte d'Ivoire in 2015 as CFO. He became CFO for West Africa (Côte d’Ivoire, Cameroon, Ghana and Senegal) from 2017 to 2020. Between 2020 and 2022, Renaud was head of Finance and Risk for JumiaPay. He was the CEO of Jumia Côte d’Ivoire from April 2022 to November 2023. In December 2023, Renaud became the Regional CEO leading a cluster of 5 countries: Côte d'Ivoire, Ghana, Senegal, Tunisia and Algeria.","Before joining Jumia, Renaud worked in Paris (France) with Deloitte where he was an auditor from 2009 to 2012 (main clients: LVMH, Accor, and Orange) and then worked from 2012 to 2015 as Manager in the Transaction Services department focusing on Retail and Industry.","Renaud holds a MSc from HEC Paris Business School (France), a Master's degree in Business Law from La Sorbonne University (France), and is a Chartered Accountant.","",""
"https://gitexafrica.com/Uploads//Posts/new-speaker/Eleni-Gabre-Madhinga0602.jpg","Dr. Eleni Gabre-Madhin","Chair","BuleMoon Group","Ethiopia","","","","",""
"https://gitexafrica.com/Uploads//Posts/new-speaker/Nanthalile-Mugalaga0602.jpg","Dr. Nanthalile Mugala","Chief of the Africa Region","PATH","Zambia","","","","",""
"https://gitexafrica.com/Uploads//Posts/img/spekers/Darlingtonsp2801.jpg","Darlington Akogo","Co-founder & CEO","minoHealth AI Labs","Ghana","Darlington Akogo is a global leader in Artificial Intelligence. He's the Founder and Chief Executive Officer at minoHealth AI Labs; an AI Healthtech company; karaAgro AI; an AI-powered Plant & Pest Disease Detection and Precision Agriculture platform, Runmila AI Institute; an AI and Data Science training institute, and Gudra AI Studio; an organization broadly exploring AI and Exponential Technologies applied various domains including Transportation, Sanitation and Energy.","Akogo has been named one of the Global Top 100 Most Influential People of African Descent (MIPAD) in Healthcare. He's the Chair (Topic Driver) of the Topic Group on AI for Radiology under the United Nations International Telecommunications Union (ITU) and World Health Organization (WHO) Focus Group on 'Artificial Intelligence for Health' (FG-AI4H). At UN FG-AI4H, Akogo leads the development of global regulations and standards for AI in radiology. He also works with African Union, where he serves as the Chair for the working group on Artificial Intelligence Economy, working towards the development of a Continental African Union (AU) Artificial Intelligence (AI) Continental Strategy that includes legislative, regulatory, ethical, policy, and infrastructural frameworks in consultation with stakeholders such as AU Member States’ governments, private sector, academia, innovators, and consumers.","He serves as a Global Innovation Adviser (GIA) to the International Development Innovation Alliance (IDIA), where he provides advice on how to ensure international development agencies are implementing responsible and localized Emerging Technology across the various countries they are in. IDIA is an alliance between the top 15 international development agencies with the shared goal of “actively promoting and advancing innovation as a means to help achieve sustainable development”. Its members include the Rockefeller Foundation, Bill & Melinda Gates Foundation, Global Affairs Canada, Dutch Ministry of Foreign Affairs, Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH (GIZ), Global Innovation Fund, Grand Challenges Canada, Skoll Foundation, Swedish International Development Cooperation Agency (Sida), UNICEF, and USAID.","He’s a Research Co-Investigator, Data Management Lead, and Chair of Data group for the project “NIHR Global Health Research Group on Digital Diagnostics for African Health Systems”, led by Imperial College London in partnership with minoHealth AI Labs and other organizations, with prior funding from UKRI. He served as the co-chair of the Digital Health & AI Global Health Strategy Group, created by University of Oxford and 13 partners from around the world including minoHealth AI Labs, Robert Koch Institute, Charité - Universitätsmedizin Berlin, London School of Hygiene & Tropical Medicine, Oxford University Clinical Research Unit - OUCRU Vietnam, Financial Times, Technische Universität Berlin, Clinical Information Network - KEMRI / Wellcome Trust Programme, Aga Khan Development Network.","He is the Team Leader (Director) for GIZ AI4Cashew project. KaraAgro AI won the contract to implement the activity “Leveraging Machine Learning For the Ghanaian Cashew Sector Based on Drone and Satellite Imagery Data'' for FAIR Forward. On behalf of the German Federal Ministry for Economic Cooperation and Development (BMZ), the Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) implements the project “FAIR Forward – Artificial Intelligence for All”. He also serves as the Principal Investigator and Director for the Lacuna Fund project, Drone-Based Agricultural Dataset for Crop Yield Estimation, by KaraAgro AI in collaboration with Makerere AI Lab (Makerere University). He serves as the Director for another Lacuna Fund project in health under the title, Datasets for AI-Based Diagnosis of Malaria, which is a collaboration between Makerere AI Lab (Makerere University) and MinoHealth AI Lab. He serves as the AI Lead (Consultant) for the Responsible Artificial Intelligence Lab (RAIL) under Kwame Nkrumah University of Science and Technology (KNUST), funded by the International Development Research Centre (IDRC) and GIZ. He served as the Lead (Ghana) for the Lacuna Fund project, Crop Disease & Pest Image Data, by Makerere University and KaraAgro AI, the Nelson-Mandela African Institution of Science and Technology, and Namibia University of Science and Technology, where he leads a team of 40 people across industry, academia and government towards the creation of large robust datasets for computer vision solutions towards early disease and pest detection. In addition to this work, Akogo served as a member of the MIT Tech Review Global Panel."
"https://gitexafrica.com/Uploads//Posts/new-speaker/Danielyusp0702.jpg","Daniel Yu","Co-Founder & CEO","Wasoko","Kenya","Daniel Yu is the founder and CEO of Wasoko, a B2B e-commerce platform providing free same-day delivery and financing for goods to restock over 50,000 informal retail stores across 6 African countries. Wasoko has been recognized as the fastest growing company in Africa by the Financial Times and has raised over $120M in venture financing, including a $100M round led by Tiger Global in February 2022. Prior to founding Wasoko, Daniel worked as a software developer for several early-stage startups in the US and attended the University of Chicago where he focused on International Studies and Linguistics before dropping out. Through his work with Wasoko, Daniel has received international recognition as the winner of the Prince of Wales Young Entrepreneur Prize, designation by the White House as an Emerging Global Entrepreneur, and as one of Forbes 30 Under 30 Social Entrepreneurs. Daniel has worked in or traveled to 70+ countries and speaks Mandarin, Swahili, Portuguese, Spanish, Arabic, Cantonese, and French.","","","",""
"https://gitexafrica.com/Uploads//Posts/new-speaker/Belal-El-Megharbelga0602.jpg","Belal El-Megharbel","Co-founder & CEO","MaxAb","Egypt","","","","",""
"https://gitexafrica.com/Uploads//Posts/new-speaker/VincentOgbunudesp0702.jpg","Vincent Ogbunude","CEO","Verve International (Interswitch Company)","Nigeria","Vincent is the Managing Director for Verve International, which is Africa’s premier & largest Domestic Payment Cards Scheme with over 50 million customers, over 270 member institutions on its network. and with presence in 13 African countries.","Vincent has over 20 years of industry experience in the electronic payment landscape, especially for markets in Africa. His professional career has been dedicated to delivering top quality fintech solutions and services to customers across West, East and Central Africa.","Prior to overseeing the affairs of the largest payment card scheme out of  Africa, he was the Chief Executive Officer of National Payment Switch of The Gambia (Gamswitch); where he led the execution of the payment transformation agenda of the Central Bank. In that time, he established fully functional National domestic payment switch and domestic card scheme for the country.","He launched his professional career, as a pioneer staff at Interswitch, and was instrumental in building and expanding the Interswitch network. He occupied several solution-centric capacities, while at Interswitch, including Divisional Head of Systems Integration, Group Head of Business Incubation, Chief Technology Officer (CTO), and Chief Product Officer (CPO).","He is a technology enthusiast, motivated by the desire to explore new transformational initiatives and approaches for solving customer pain points and overcoming uncommon challenges."
"https://gitexafrica.com/Uploads//Posts/new-speaker/TayoOviosusp0702.jpg","Tayo Oviosu","Founder & CEO","Paga","Nigeria","","","","",""
